TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
24,24,0,3,2,0,0.5,3,1.0,23.0,262.743,2.0,0,263.946,low,1.20272,1.79728,264.473,268.006,268.006,270.019,7.27591,270.02,272.0
25,25,0,1,2,3,0.5,0,1.0,24.0,272.021,3.0,0,273.366,low,1.34433,1.65567,273.896,277.273,277.273,279.286,7.26434,279.286,281.267
26,26,0,3,4,3,0.5,0,1.0,25.0,281.285,2.0,3,282.552,high,1.2668,1.7332,283.085,286.539,286.545,288.552,7.26701,288.552,292.53
27,27,0,1,4,0,0.5,3,1.0,26.0,292.551,3.0,3,293.805,high,1.25377,1.74623,294.332,297.787,297.792,299.799,7.24852,299.8,303.809
28,28,1,2,2,0,0.5,3,1.0,27.0,303.825,2.0,0,304.742,low,0.916282,2.08372,305.267,309.081,309.081,311.094,7.26822,311.094,313.075
29,29,1,2,2,0,0.5,3,1.0,28.0,313.09,3.0,3,314.311,high,1.22171,1.77829,314.845,318.332,318.338,320.344,7.25482,320.345,322.326
30,30,0,2,2,3,2,0,1.0,29.0,322.348,2.0,3,323.847,high,1.49961,1.50039,324.377,329.096,329.101,331.124,8.776,331.124,333.105
31,31,1,1,2,3,0.5,0,1.0,30.0,333.118,2.0,3,334.601,high,1.4829,1.5171,335.126,338.378,338.383,340.406,7.28791,340.406,342.371
32,32,1,3,2,0,3.5,3,1.0,31.0,342.397,3.0,3,344.053,high,1.6565,1.3435,344.579,350.655,350.661,352.667,10.2702,352.667,354.648
33,33,0,3,4,3,3.5,0,1.0,32.0,354.671,2.0,3,356.941,high,2.26943,0.730572,357.464,362.932,362.937,364.944,10.2729,364.945,368.922
34,34,1,2,4,3,0.5,0,1.0,33.0,368.939,2.0,3,370.194,high,1.25523,1.74477,370.724,374.179,374.185,376.192,7.25272,376.192,380.201
35,35,1,3,3,0,3.5,3,1.0,34.0,380.227,3.0,3,382.782,high,2.55478,0.445223,383.313,388.484,388.49,390.497,10.2698,390.497,393.492
36,36,0,2,2,0,0.5,3,1.0,35.0,393.509,3.0,3,395.635,high,2.12641,0.873593,396.168,398.765,398.77,400.793,7.28388,400.793,402.758
