TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,0,2,3,1.0,0.0,4.03534,2.0,0,6.26056,low,2.22522,0.774776,6.78487,10.7845,10.7847,12.7936,8.75824,12.794,14.7837
2,2,0,2,3,3,3.5,0,1.0,1.0,14.8099,3.0,0,16.8799,low,2.06995,0.930049,17.4044,23.0589,23.0591,25.064,10.2541,25.0643,28.0591
3,3,0,2,4,3,2,0,1.0,2.0,28.0739,3.0,0,29.4338,low,1.3599,1.6401,29.9575,34.8234,34.8235,36.8344,8.76052,36.8347,40.8235
4,4,0,2,2,0,0.5,3,1.0,3.0,40.8454,2.0,0,42.9376,low,2.09214,0.907863,43.4622,46.0947,46.0949,48.1038,7.25838,48.1041,50.0949
5,5,1,1,2,0,0.5,3,1.0,4.0,50.1097,999.0,999,53.1237,999,0.0,0.0,53.1515,55.359,999.0,999.0,948.89,57.3734,59.3582
6,6,0,1,4,3,0.5,0,1.0,5.0,59.3759,3.0,0,60.8263,low,1.45038,1.54962,61.3508,64.6244,64.6246,66.6424,7.26651,66.6427,70.6256
7,7,1,3,2,3,0.5,0,1.0,6.0,70.6461,2.0,3,73.3134,high,2.66726,0.332744,73.837,75.8958,75.9019,77.9128,7.26675,77.9131,79.8949
8,8,1,3,4,3,2,0,1.0,7.0,79.9106,2.0,3,81.4492,high,1.53853,1.46147,81.9735,86.6591,86.6593,88.6662,8.75561,88.6666,92.6604
9,9,1,3,2,0,0.5,3,1.0,8.0,92.6834,2.0,0,94.1526,low,1.46925,1.53075,94.6768,97.9326,97.9327,99.9356,7.25224,99.9359,101.932
10,10,0,1,3,0,0.5,3,1.0,9.0,101.946,3.0,3,104.089,high,2.14323,0.856768,104.613,107.195,107.201,109.205,7.25923,109.205,112.194
11,11,1,2,2,3,0.5,0,1.0,10.0,112.219,3.0,0,113.608,low,1.38965,1.61035,114.132,117.467,117.467,119.475,7.25646,119.476,121.468
12,12,0,1,2,3,2,0,1.0,11.0,121.482,2.0,3,123.128,high,1.64586,1.35414,123.652,128.231,128.231,130.245,8.7626,130.245,132.231
13,13,1,1,4,0,0.5,3,1.0,12.0,132.249,2.0,0,133.664,low,1.41506,1.58494,134.188,137.498,137.498,139.514,7.26487,139.514,143.498
14,14,1,3,3,0,3.5,3,1.0,13.0,143.517,3.0,3,145.301,high,1.78372,1.21628,145.825,151.765,151.771,153.785,10.2677,153.785,156.767
15,15,0,3,4,3,2,0,1.0,14.0,156.79,2.0,3,158.672,high,1.88197,1.11803,159.195,163.538,163.543,165.555,8.76534,165.555,169.539
16,16,1,2,2,3,2,0,1.0,15.0,169.556,3.0,0,170.725,low,1.16891,1.83109,171.25,176.305,176.305,178.308,8.75222,178.309,180.304
17,17,1,1,4,0,3.5,3,1.0,16.0,180.325,2.0,0,181.678,low,1.35292,1.64708,182.202,188.575,188.575,190.579,10.2534,190.579,194.574
18,18,0,3,4,0,0.5,3,1.0,17.0,194.593,2.0,0,196.016,low,1.4228,1.5772,196.539,199.842,199.842,201.849,7.2562,201.849,205.842
19,19,0,1,4,3,0.5,0,1.0,18.0,205.864,3.0,0,207.135,low,1.27138,1.72862,207.66,211.112,211.113,213.119,7.25478,213.119,217.113
20,20,0,2,4,0,2,3,1.0,19.0,217.137,2.0,0,218.472,low,1.33497,1.66503,218.996,223.886,223.886,225.889,8.75167,225.889,229.886
21,21,0,3,2,3,2,0,1.0,20.0,229.912,3.0,0,231.409,low,1.49719,1.50281,231.934,236.661,236.662,238.676,8.7643,238.677,240.662
22,22,1,2,4,0,2,3,1.0,21.0,240.686,2.0,0,242.396,low,1.70979,1.29021,242.922,247.436,247.436,249.446,8.75968,249.446,253.435
23,23,1,1,2,3,0.5,0,1.0,22.0,253.456,3.0,0,254.766,low,1.31023,1.68977,255.29,258.705,258.705,260.716,7.26022,260.716,262.705
24,24,0,3,2,0,0.5,3,1.0,23.0,262.731,2.0,0,264.419,low,1.68826,1.31174,264.943,267.98,267.981,269.986,7.25482,269.986,271.98
25,25,0,1,2,3,0.5,0,1.0,24.0,272.001,3.0,0,273.555,low,1.55427,1.44573,274.079,277.25,277.25,279.255,7.25423,279.255,281.25
26,26,0,3,4,3,0.5,0,1.0,25.0,281.268,3.0,0,282.491,low,1.22248,1.77752,283.014,286.518,286.518,288.524,7.25601,288.525,292.517
27,27,0,1,4,0,0.5,3,1.0,26.0,292.539,2.0,0,293.911,low,1.37154,1.62846,294.434,297.788,297.789,299.794,7.25439,299.794,303.789
28,28,1,2,2,0,0.5,3,1.0,27.0,303.805,2.0,0,305.231,low,1.42526,1.57474,305.755,309.055,309.055,311.064,7.25852,311.064,313.055
29,29,1,2,2,0,0.5,3,1.0,28.0,313.07,2.0,0,314.484,low,1.41345,1.58655,315.007,318.319,318.319,320.333,7.26318,320.334,322.319
30,30,0,2,2,3,2,0,1.0,29.0,322.342,3.0,0,323.586,low,1.24433,1.75567,324.11,329.092,329.092,331.103,8.7608,331.103,333.092
31,31,1,1,2,3,0.5,0,1.0,30.0,333.105,3.0,0,334.439,low,1.33372,1.66628,334.963,338.354,338.354,340.372,7.26651,340.372,342.355
32,32,1,3,2,0,3.5,3,1.0,31.0,342.381,2.0,0,343.709,low,1.3276,1.6724,344.233,350.63,350.63,352.642,10.2615,352.643,354.629
33,33,0,3,4,3,3.5,0,1.0,32.0,354.653,3.0,0,355.745,low,1.09276,1.90724,356.269,362.902,362.902,364.913,10.2603,364.913,368.902
34,34,1,2,4,3,0.5,0,1.0,33.0,368.919,3.0,0,370.199,low,1.28018,1.71982,370.723,374.167,374.167,376.183,7.26428,376.184,380.168
35,35,1,3,3,0,3.5,3,1.0,34.0,380.195,2.0,0,381.736,low,1.54138,1.45862,382.261,388.444,388.444,390.454,10.2592,390.454,393.444
36,36,0,2,2,0,0.5,3,1.0,35.0,393.461,2.0,0,395.324,low,1.86303,1.13697,395.847,398.71,398.71,400.723,7.26214,400.723,402.71
