TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,0,2,3,1.0,0.0,4.03385,999.0,999.0,7.04317,999.0,0.0,0.0,7.0781,10.783,999.0,999.0,994.966,12.8104,14.7831
2,2,0,2,3,3,3.5,0,1.0,1.0,14.8089,3.0,0,16.8461,low,2.03717,0.962834,17.3707,23.0584,23.0585,25.0634,10.2545,25.0637,28.0575
3,3,0,2,4,3,2,0,1.0,2.0,28.0715,3.0,0,30.0171,low,1.94551,1.05449,30.5404,34.8208,34.8209,36.8338,8.76229,36.8341,40.821
4,4,0,2,2,0,0.5,3,1.0,3.0,40.8431,2.0,0,42.8707,low,2.02758,0.972416,43.395,46.0922,46.0923,48.1032,7.26005,48.1035,50.0923
5,5,1,1,2,0,0.5,3,1.0,4.0,50.1057,999.0,999,53.1066,999,0.0,0.0,53.1344,55.3545,999.0,999.0,948.894,57.3728,59.3556
6,6,0,1,4,3,0.5,0,1.0,5.0,59.3737,2.0,3,60.826,high,1.45226,1.54774,61.35,64.6228,64.6283,66.6429,7.26912,66.6432,70.623
7,7,1,3,2,3,0.5,0,1.0,6.0,70.6429,2.0,3,72.1293,high,1.48637,1.51363,72.653,75.8922,75.8982,77.9123,7.26935,77.9126,79.8923
8,8,1,3,4,3,2,0,1.0,7.0,79.9081,2.0,3,81.4653,high,1.55718,1.44282,81.9896,86.6566,86.6568,88.6656,8.7575,88.6659,92.6578
9,9,1,3,2,0,0.5,3,1.0,8.0,92.6806,3.0,3,94.2686,high,1.58802,1.41198,94.7927,97.9299,97.9302,99.935,7.25442,99.9353,101.93
10,10,0,1,3,0,0.5,3,1.0,9.0,101.944,2.0,0,103.605,low,1.66059,1.33941,104.129,107.193,107.193,109.204,7.26028,109.205,112.193
11,11,1,2,2,3,0.5,0,1.0,10.0,112.218,3.0,0,113.525,low,1.30672,1.69328,114.049,117.468,117.468,119.475,7.25677,119.475,121.467
12,12,0,1,2,3,2,0,1.0,11.0,121.48,3.0,0,122.694,low,1.21362,1.78638,123.218,128.23,128.23,130.244,8.76368,130.244,132.229
13,13,1,1,4,0,0.5,3,1.0,12.0,132.248,2.0,0,133.697,low,1.44968,1.55032,134.221,137.496,137.496,139.513,7.2659,139.514,143.497
14,14,1,3,3,0,3.5,3,1.0,13.0,143.518,3.0,3,144.867,high,1.34911,1.65089,145.391,151.768,151.768,153.784,10.2659,153.784,156.768
15,15,0,3,4,3,2,0,1.0,14.0,156.792,2.0,3,158.154,high,1.36285,1.63715,158.678,163.541,163.546,165.554,8.76281,165.555,169.54
16,16,1,2,2,3,2,0,1.0,15.0,169.558,3.0,0,170.825,low,1.26712,1.73288,171.349,176.307,176.307,178.325,8.76717,178.325,180.307
17,17,1,1,4,0,3.5,3,1.0,16.0,180.328,2.0,0,181.811,low,1.4831,1.5169,182.335,188.577,188.577,190.595,10.2675,190.595,194.576
18,18,0,3,4,0,0.5,3,1.0,17.0,194.595,2.0,0,196.098,low,1.50306,1.49694,196.622,199.844,199.845,201.849,7.25342,201.849,205.845
19,19,0,1,4,3,0.5,0,1.0,18.0,205.866,2.0,3,207.202,high,1.3362,1.6638,207.726,211.115,211.12,213.135,7.26926,213.135,217.115
20,20,0,2,4,0,2,3,1.0,19.0,217.139,2.0,0,218.355,low,1.21592,1.78408,218.879,223.888,223.889,225.905,8.76613,225.906,229.889
21,21,0,3,2,3,2,0,1.0,20.0,229.914,3.0,0,231.392,low,1.47789,1.52211,231.916,236.663,236.663,238.676,8.76147,238.676,240.664
22,22,1,2,4,0,2,3,1.0,21.0,240.688,2.0,0,242.162,low,1.47397,1.52603,242.686,247.437,247.437,249.445,8.75711,249.446,253.437
23,23,1,1,2,3,0.5,0,1.0,22.0,253.46,3.0,0,254.749,low,1.28898,1.71102,255.272,258.71,258.71,260.716,7.25554,260.716,262.71
24,24,0,3,2,0,0.5,3,1.0,23.0,262.736,2.0,0,264.135,low,1.39876,1.60124,264.659,267.985,267.985,270.002,7.26562,270.002,271.986
25,25,0,1,2,3,0.5,0,1.0,24.0,272.007,3.0,0,273.221,low,1.21428,1.78572,273.746,277.255,277.255,279.271,7.26438,279.272,281.256
26,26,0,3,4,3,0.5,0,1.0,25.0,281.275,3.0,0,282.457,low,1.18229,1.81771,282.98,286.525,286.525,288.541,7.26581,288.541,292.525
27,27,0,1,4,0,0.5,3,1.0,26.0,292.545,2.0,0,293.744,low,1.19826,1.80174,294.268,297.795,297.795,299.81,7.2645,299.81,303.794
28,28,1,2,2,0,0.5,3,1.0,27.0,303.811,2.0,0,305.297,low,1.48546,1.51454,305.821,309.06,309.06,311.063,7.25221,311.064,313.06
29,29,1,2,2,0,0.5,3,1.0,28.0,313.075,2.0,0,314.216,low,1.14061,1.85939,314.741,318.325,318.325,320.333,7.25743,320.333,322.324
30,30,0,2,2,3,2,0,1.0,29.0,322.346,3.0,0,323.602,low,1.25628,1.74372,324.126,329.095,329.095,331.103,8.75691,331.103,333.095
31,31,1,1,2,3,0.5,0,1.0,30.0,333.109,3.0,0,334.505,low,1.39652,1.60348,335.029,338.357,338.357,340.372,7.26377,340.373,342.358
32,32,1,3,2,0,3.5,3,1.0,31.0,342.385,3.0,3,343.692,high,1.30695,1.69305,344.216,350.635,350.64,352.642,10.2572,352.642,354.634
33,33,0,3,4,3,3.5,0,1.0,32.0,354.658,2.0,3,356.195,high,1.53763,1.46237,356.719,362.906,362.912,364.929,10.2716,364.93,368.906
34,34,1,2,4,3,0.5,0,1.0,33.0,368.923,3.0,0,370.149,low,1.22607,1.77393,370.673,374.173,374.173,376.183,7.25942,376.183,380.173
35,35,1,3,3,0,3.5,3,1.0,34.0,380.198,2.0,0,381.719,low,1.52089,1.47911,382.243,388.447,388.447,390.453,10.2547,390.453,393.447
36,36,0,2,2,0,0.5,3,1.0,35.0,393.465,2.0,0,394.906,low,1.44182,1.55818,395.431,398.713,398.714,400.723,7.25783,400.723,402.715
