TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
26,26,0,3,2,0,5.00E-01,3,1.0,25.0,280.772,3.0,3,282.694,high,1.922,1.078,283.218,286.018,286.023,288.03,7.25808,288.03,290.011
27,27,1,3,2,0,5.00E-01,3,1.0,26.0,290.027,3.0,3,291.213,high,1.18647,1.81353,291.736,295.268,295.273,297.281,7.25404,297.281,299.278
28,28,1,1,3,3,2,0,1.0,27.0,299.298,2.0,3,301.3,high,2.00112,0.998878,301.828,306.049,306.055,308.061,8.76275,308.061,311.056
29,29,0,1,2,0,3.50E+00,3,1.0,28.0,311.076,2.0,0,312.67,low,1.59377,1.40623,313.202,319.324,319.324,321.337,10.2608,321.337,323.318
30,30,1,1,2,3,5.00E-01,0,1.0,29.0,323.336,2.0,3,324.79,high,1.45404,1.54596,325.322,328.575,328.575,330.587,7.25148,330.588,332.6
31,31,0,3,4,0,3.50E+00,3,1.0,30.0,332.625,999.0,999,335.626,999,0.0,0.0,335.66,340.883,999.0,999.0,666.375,342.898,346.876
32,32,0,1,4,0,2,3,1.0,31.0,346.889,3.0,3,348.564,high,1.67458,1.32542,349.099,353.63,353.635,355.643,8.7535,355.643,359.652
33,33,1,3,2,3,5.00E-01,0,1.0,32.0,359.678,2.0,3,361.768,high,2.09015,0.909846,362.296,364.925,364.93,366.937,7.25936,366.937,368.918
34,34,0,1,2,3,5.00E-01,0,1.0,33.0,368.932,3.0,0,370.92,low,1.9889,1.0111,371.453,374.175,374.175,376.188,7.2561,376.188,378.169
35,35,0,3,3,3,2,0,1.0,34.0,378.187,2.0,3,380.49,high,2.30268,0.697322,381.017,384.94,384.945,386.953,8.76519,386.953,389.948
36,36,1,1,3,3,2,0,1.0,35.0,389.961,2.0,3,391.977,high,2.01548,0.984517,392.498,396.718,396.723,398.73,8.7691,398.731,401.71
