TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
15,15,0,3,4,3,2,0,1.0,14.0,156.821,2.0,3,158.047,high,1.22602,1.77398,158.57,163.569,163.574,165.581,8.76022,165.581,169.559
16,16,1,2,2,3,2,0,1.0,15.0,169.577,3.0,0,172.068,low,2.49096,0.509036,172.593,176.315,176.315,178.327,8.75039,178.328,180.324
17,17,1,1,4,0,3.5,3,1.0,16.0,180.345,3.0,3,181.737,high,1.39236,1.60764,182.267,188.592,188.597,190.604,10.2592,190.605,194.582
18,18,0,3,4,0,0.5,3,1.0,17.0,194.601,3.0,3,196.158,high,1.55777,1.44223,196.681,199.839,199.844,201.867,7.26669,201.868,205.845
19,19,0,1,4,3,0.5,0,1.0,18.0,205.866,2.0,3,207.278,high,1.41211,1.58789,207.803,211.118,211.123,213.133,7.26713,213.134,217.111
20,20,0,2,4,0,2,3,1.0,19.0,217.135,3.0,3,218.515,high,1.37993,1.62007,219.038,223.882,223.887,225.894,8.75892,225.894,229.888
21,21,0,3,2,3,2,0,1.0,20.0,229.914,3.0,0,232.169,low,2.25482,0.745178,232.706,236.674,236.674,238.686,8.77157,238.686,240.652
22,22,1,2,4,0,2,3,1.0,21.0,240.676,3.0,3,243.139,high,2.46363,0.536367,243.67,247.422,247.427,249.436,8.76069,249.437,253.43
23,23,1,1,2,3,0.5,0,1.0,22.0,253.45,3.0,0,254.976,low,1.52563,1.47437,255.497,258.703,258.703,260.715,7.26444,260.715,262.696
24,24,0,3,2,0,0.5,3,1.0,23.0,262.722,2.0,0,264.396,low,1.67353,1.32647,264.919,267.969,267.969,269.981,7.25915,269.981,271.962
25,25,0,1,2,3,0.5,0,1.0,24.0,271.983,3.0,0,273.548,low,1.56499,1.43501,274.077,277.235,277.235,279.247,7.26464,279.248,281.229
26,26,0,3,4,3,0.5,0,1.0,25.0,281.247,3.0,0,283.351,low,2.1042,0.895803,283.873,286.487,286.487,288.499,7.25212,288.499,292.508
27,27,0,1,4,0,0.5,3,1.0,26.0,292.53,3.0,3,294.471,high,1.94172,1.05828,294.997,297.781,297.786,299.809,7.2795,299.809,303.771
28,28,1,2,2,0,0.5,3,1.0,27.0,303.788,3.0,3,305.358,high,1.56952,1.43048,305.885,309.044,309.05,311.057,7.26814,311.057,313.053
29,29,1,2,2,0,0.5,3,1.0,28.0,313.068,3.0,3,314.527,high,1.45942,1.54058,315.058,318.31,318.311,320.323,7.25498,320.323,322.32
30,30,0,2,2,3,2,0,1.0,29.0,322.342,2.0,3,323.996,high,1.6547,1.3453,324.529,329.076,329.082,331.104,8.76269,331.105,333.086
31,31,1,1,2,3,0.5,0,1.0,30.0,333.099,2.0,3,334.316,high,1.21726,1.78274,334.84,338.358,338.363,340.371,7.27175,340.371,342.352
32,32,1,3,2,0,3.5,3,1.0,31.0,342.378,2.0,0,344.57,low,2.1915,0.808499,345.105,350.635,350.635,352.663,10.2851,352.664,354.629
33,33,0,3,4,3,3.5,0,1.0,32.0,354.652,3.0,0,356.106,low,1.45467,1.54533,356.634,362.913,362.914,364.926,10.274,364.926,368.904
34,34,1,2,4,3,0.5,0,1.0,33.0,368.921,3.0,0,370.177,low,1.25679,1.74321,370.705,374.161,374.161,376.173,7.25265,376.173,380.182
35,35,1,3,3,0,3.5,3,1.0,34.0,380.208,2.0,0,381.53,low,1.32236,1.67764,382.062,388.466,388.466,390.478,10.2703,390.479,393.458
36,36,0,2,2,0,0.5,3,1.0,35.0,393.474,2.0,0,395.335,low,1.86043,1.13957,395.868,398.717,398.717,400.729,7.25486,400.73,402.726
