TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
11,11,0,2,2,3,5.00E-01,0,1.0,10.0,112.739,2.0,3,115.097,high,2.35828,0.641715,115.632,117.98,117.985,119.992,7.25289,119.992,121.989
12,12,0,2,3,0,2,3,1.0,11.0,122.011,3.0,3,123.2,high,1.18902,1.81098,123.729,128.759,128.759,130.772,8.76064,130.772,133.751
13,13,1,1,3,0,3.50E+00,3,1.0,12.0,133.764,2.0,0,134.987,low,1.22239,1.77761,135.522,142.019,142.019,144.047,10.2826,144.047,147.011
14,14,1,3,2,0,5.00E-01,3,1.0,13.0,147.029,3.0,3,148.757,high,1.7278,1.2722,149.281,152.284,152.289,154.312,7.28234,154.312,156.277
15,15,0,3,4,3,5.00E-01,0,1.0,14.0,156.3,2.0,3,157.56,high,1.26038,1.73962,158.095,161.55,161.555,163.562,7.26249,163.563,167.542
16,16,0,2,2,3,2,0,1.0,15.0,167.559,3.0,0,168.796,low,1.2376,1.7624,169.329,174.297,174.297,176.309,8.75058,176.31,178.306
17,17,1,2,2,3,2,0,1.0,16.0,178.32,3.0,0,180.35,low,2.03002,0.969979,180.873,185.061,185.061,187.073,8.7528,187.074,189.07
18,18,0,3,4,0,3.50E+00,3,1.0,17.0,189.096,3.0,3,190.954,high,1.85775,1.14225,191.481,197.354,197.354,199.366,10.2701,199.366,203.344
19,19,1,2,2,0,2,3,1.0,18.0,203.36,2.0,0,204.641,low,1.28054,1.71946,205.178,210.114,210.114,212.127,8.7661,212.127,214.108
20,20,1,3,4,3,5.00E-01,0,1.0,19.0,214.133,3.0,0,215.561,low,1.42764,1.57236,216.097,219.38,219.381,221.393,7.25954,221.393,225.386
21,21,0,2,2,0,5.00E-01,3,1.0,20.0,225.411,2.0,0,226.464,low,1.05364,1.94636,226.988,230.646,230.646,232.674,7.26299,232.674,234.655
22,22,1,1,4,0,5.00E-01,3,1.0,21.0,234.668,2.0,0,236.017,low,1.34879,1.65121,236.551,239.927,239.928,241.94,7.27155,241.94,245.918
23,23,1,2,4,0,5.00E-01,3,1.0,22.0,245.935,2.0,0,247.104,low,1.16901,1.83099,247.626,251.191,251.191,253.203,7.26824,253.203,257.181
24,24,0,1,2,3,2,0,1.0,23.0,257.203,3.0,0,258.474,low,1.27039,1.72961,258.999,263.967,263.967,265.979,8.77571,265.979,267.945
25,25,0,2,4,3,2,0,1.0,24.0,267.961,3.0,0,269.293,low,1.33221,1.66779,269.825,274.715,274.715,276.727,8.76638,276.728,280.705
26,26,0,3,2,0,5.00E-01,3,1.0,25.0,280.731,2.0,0,282.031,low,1.30026,1.69974,282.554,285.979,285.979,288.007,7.27632,288.007,289.988
27,27,1,3,2,0,5.00E-01,3,1.0,26.0,290.005,2.0,0,291.134,low,1.12852,1.87148,291.666,295.261,295.261,297.273,7.26834,297.274,299.255
28,28,1,1,3,3,2,0,1.0,27.0,299.275,3.0,0,300.57,low,1.29502,1.70498,301.104,306.025,306.025,308.037,8.76254,308.038,311.017
29,29,0,1,2,0,3.50E+00,3,1.0,28.0,311.035,2.0,0,312.757,low,1.72209,1.27791,313.287,319.285,319.285,321.297,10.2624,321.297,323.278
30,30,1,1,2,3,5.00E-01,0,1.0,29.0,323.296,3.0,0,325.461,low,2.16469,0.835307,325.985,328.551,328.551,330.563,7.26736,330.564,332.545
31,31,0,3,4,0,3.50E+00,3,1.0,30.0,332.57,2.0,0,333.596,low,1.02599,1.97401,334.129,340.813,340.813,342.825,10.2545,342.825,346.819
32,32,0,1,4,0,2,3,1.0,31.0,346.833,2.0,0,347.951,low,1.11799,1.88201,348.481,353.59,353.59,355.602,8.76947,355.602,359.58
33,33,1,3,2,3,5.00E-01,0,1.0,32.0,359.606,3.0,0,361.271,low,1.66536,1.33464,361.804,364.853,364.853,366.881,7.27485,366.881,368.862
34,34,0,1,2,3,5.00E-01,0,1.0,33.0,368.875,3.0,0,370.241,low,1.36528,1.63472,370.774,374.135,374.135,376.147,7.27171,376.147,378.128
35,35,0,3,3,3,2,0,1.0,34.0,378.147,3.0,0,379.343,low,1.19679,1.80321,379.868,384.899,384.899,386.911,8.76435,386.911,389.891
36,36,1,1,3,3,2,0,1.0,35.0,389.904,3.0,0,391.147,low,1.24312,1.75688,391.678,396.645,396.645,398.673,8.76935,398.674,401.653
