TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
27,27,1,3,2,0,5.00E-01,3,1.0,26.0,290.089,2.0,0,291.254,low,1.16526,1.83474,291.781,295.346,295.346,297.358,7.26932,297.359,299.339
28,28,1,1,3,3,2,0,1.0,27.0,299.361,999.0,999,302.374,999,0.0,0.0,302.403,306.11,999.0,999.0,699.64,308.122,311.117
29,29,0,1,2,0,3.50E+00,3,1.0,28.0,311.135,2.0,0,312.21,low,1.07497,1.92503,312.733,319.385,319.385,321.398,10.2625,321.398,323.379
30,30,1,1,2,3,5.00E-01,0,1.0,29.0,323.397,3.0,0,324.514,low,1.11755,1.88245,325.04,328.651,328.652,330.664,7.26721,330.664,332.645
31,31,0,3,4,0,3.50E+00,3,1.0,30.0,332.671,2.0,0,333.734,low,1.06235,1.93765,334.26,340.914,340.914,342.926,10.2551,342.927,346.92
32,32,0,1,4,0,2,3,1.0,31.0,346.933,2.0,0,347.954,low,1.02086,1.97914,348.488,353.69,353.69,355.703,8.76936,355.703,359.696
33,33,1,3,2,3,5.00E-01,0,1.0,32.0,359.722,2.0,3,360.692,high,0.969984,2.03002,361.217,364.969,364.974,366.997,7.27516,366.997,368.962
34,34,0,1,2,3,5.00E-01,0,1.0,33.0,368.976,2.0,3,370.161,high,1.18554,1.81446,370.686,374.235,374.241,376.248,7.27184,376.248,378.229
35,35,0,3,3,3,2,0,1.0,34.0,378.247,2.0,3,379.347,high,1.10021,1.89979,379.875,384.999,385.004,387.011,8.76431,387.012,390.007
36,36,1,1,3,3,2,0,1.0,35.0,390.02,2.0,3,391.284,high,1.26425,1.73575,391.808,396.777,396.782,398.805,8.78493,398.805,401.769
