TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
17,17,1,2,2,3,2,0,1.0,16.0,178.345,2.0,3,179.394,high,1.04901,1.95099,179.917,185.094,185.1,187.11,8.76557,187.111,189.094
18,18,0,3,4,0,3.50E+00,3,1.0,17.0,189.121,2.0,0,190.764,low,1.64306,1.35694,191.288,197.37,197.37,199.381,10.2601,199.381,203.37
19,19,1,2,2,0,2,3,1.0,18.0,203.387,3.0,3,204.918,high,1.53101,1.46899,205.444,210.136,210.136,212.151,8.76419,212.152,214.136
20,20,1,3,4,3,5.00E-01,0,1.0,19.0,214.162,3.0,0,215.621,low,1.459,1.541,216.145,219.411,219.412,221.421,7.25848,221.421,225.411
21,21,0,2,2,0,5.00E-01,3,1.0,20.0,225.435,3.0,3,227.091,high,1.65566,1.34434,227.615,230.685,230.69,232.707,7.27156,232.707,234.685
22,22,1,1,4,0,5.00E-01,3,1.0,21.0,234.699,3.0,3,235.844,high,1.14482,1.85518,236.367,239.948,239.954,241.96,7.26144,241.961,245.948
23,23,1,2,4,0,5.00E-01,3,1.0,22.0,245.965,3.0,3,247.13,high,1.16433,1.83567,247.653,251.215,251.22,253.23,7.26429,253.23,257.215
24,24,0,1,2,3,2,0,1.0,23.0,257.236,2.0,3,258.484,high,1.24728,1.75272,259.007,263.986,263.991,266.0,8.7639,266.0,267.985
25,25,0,2,4,3,2,0,1.0,24.0,268.002,2.0,3,269.07,high,1.06775,1.93225,269.594,274.751,274.757,276.771,8.76839,276.771,280.752
26,26,0,3,2,0,5.00E-01,3,1.0,25.0,280.778,3.0,3,282.091,high,1.31299,1.68701,282.614,286.027,286.032,288.04,7.26231,288.04,290.026
27,27,1,3,2,0,5.00E-01,3,1.0,26.0,290.042,3.0,3,291.426,high,1.38482,1.61518,291.951,295.291,295.297,297.309,7.26758,297.31,299.29
28,28,1,1,3,3,2,0,1.0,27.0,299.311,2.0,3,300.512,high,1.2012,1.7988,301.036,306.061,306.066,308.08,8.76888,308.08,311.06
29,29,0,1,2,0,3.50E+00,3,1.0,28.0,311.078,3.0,3,312.449,high,1.37121,1.62879,312.973,319.327,319.332,321.35,10.2721,321.35,323.327
30,30,1,1,2,3,5.00E-01,0,1.0,29.0,323.345,3.0,0,324.469,low,1.12403,1.87597,324.993,328.594,328.594,330.602,7.25702,330.603,332.594
31,31,0,3,4,0,3.50E+00,3,1.0,30.0,332.621,2.0,0,334.556,low,1.93474,1.06526,335.079,340.87,340.87,342.873,10.2519,342.873,346.87
32,32,0,1,4,0,2,3,1.0,31.0,346.884,2.0,0,348.21,low,1.32623,1.67377,348.733,353.632,353.632,355.643,8.75968,355.644,359.632
33,33,1,3,2,3,5.00E-01,0,1.0,32.0,359.659,2.0,3,361.98,high,2.32124,0.678756,362.504,364.908,364.913,366.93,7.27061,366.93,368.908
34,34,0,1,2,3,5.00E-01,0,1.0,33.0,368.921,2.0,3,370.75,high,1.82811,1.17189,371.273,374.17,374.175,376.183,7.2616,376.183,378.171
35,35,0,3,3,3,2,0,1.0,34.0,378.19,3.0,0,379.419,low,1.22894,1.77106,379.942,384.938,384.938,386.952,8.76257,386.953,389.938
36,36,1,1,3,3,2,0,1.0,35.0,389.952,2.0,3,391.889,high,1.93729,1.06271,392.413,396.701,396.706,398.723,8.77106,398.723,401.701
