TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,1,4,0,5.00E-01,3,1.0,0.0,4.02802,3.0,3,5.92627,high,1.89825,1.10175,6.45051,9.27725,9.28434,11.2933,7.26525,11.2937,15.2774
2,2,1,3,2,3,5.00E-01,0,1.0,1.0,15.3025,2.0,3,16.4631,high,1.16056,1.83944,16.9868,20.5516,20.557,22.5627,7.26016,22.563,24.5507
3,3,1,1,4,0,5.00E-01,3,1.0,2.0,24.5726,2.0,0,25.8826,low,1.30999,1.69001,26.4061,29.8219,29.8221,31.832,7.25941,31.8323,35.8221
4,4,1,2,2,0,5.00E-01,3,1.0,3.0,35.8393,3.0,3,37.0691,high,1.22979,1.77021,37.5936,41.0883,41.0938,43.1024,7.26304,43.1027,45.0884
5,5,0,3,2,3,5.00E-01,0,1.0,4.0,45.1146,2.0,3,47.2554,high,2.14077,0.859225,47.78,50.3636,50.3692,52.3717,7.25705,52.372,54.3638
6,6,1,3,4,0,3.50E+00,3,1.0,5.0,54.3871,2.0,0,55.5245,low,1.1374,1.8626,56.0484,62.6361,62.6362,64.6422,10.2551,64.6424,68.6363
7,7,1,2,2,3,3.50E+00,4,1.0,6.0,68.6652,999.0,999,71.6787,999,0.0,0.0,71.7136,76.9146,999.0,999.0,930.335,78.9299,80.9147
8,8,1,2,4,0,5.00E-01,3,1.0,7.0,80.9369,3.0,3,82.7825,high,1.84558,1.15442,83.3067,86.1859,86.1912,88.1989,7.26206,88.1992,92.1861
9,9,0,2,2,3,5.00E-01,0,1.0,8.0,92.2083,2.0,3,93.4189,high,1.21058,1.78942,93.9425,97.4573,97.4625,99.4684,7.26003,99.4687,101.458
10,10,0,1,4,3,5.00E-01,0,1.0,9.0,101.472,2.0,3,102.872,high,1.39972,1.60028,103.396,106.721,106.726,108.738,7.26577,108.738,112.722
11,11,0,2,2,3,5.00E-01,0,1.0,10.0,112.739,2.0,3,114.542,high,1.80272,1.19728,115.065,117.988,117.993,120.008,7.26913,120.008,121.988
12,12,0,2,3,0,2,3,1.0,11.0,122.01,3.0,3,123.427,high,1.41672,1.58328,123.952,128.76,128.761,130.777,8.76693,130.778,133.761
13,13,1,1,3,0,3.50E+00,3,1.0,12.0,133.774,3.0,3,135.164,high,1.39021,1.60979,135.688,142.024,142.03,144.048,10.2738,144.048,147.024
14,14,1,3,2,0,5.00E-01,3,1.0,13.0,147.043,3.0,3,148.435,high,1.39232,1.60768,148.958,152.292,152.297,154.301,7.25856,154.302,156.291
15,15,0,3,4,3,5.00E-01,0,1.0,14.0,156.315,2.0,3,158.021,high,1.7061,1.2939,158.544,161.564,161.569,163.588,7.27254,163.588,167.565
16,16,0,2,2,3,2,0,1.0,15.0,167.582,2.0,3,168.824,high,1.24254,1.75746,169.348,174.33,174.335,176.341,8.75948,176.341,178.33
