TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
23,23,0,1,4,0,2,3,1.0,22.0,242.472,2.0,0,243.94,low,1.46712,1.53288,244.464,249.222,249.222,251.24,8.76735,251.24,255.222
24,24,0,2,2,3,5.00E-01,0,1.0,23.0,255.246,2.0,3,256.76,high,1.51353,1.48647,257.284,260.495,260.5,262.51,7.26375,262.51,264.496
25,25,0,1,4,3,2,0,1.0,24.0,264.51,3.0,0,266.162,low,1.6523,1.3477,266.686,271.259,271.26,273.263,8.7526,273.263,277.259
26,26,0,1,4,0,5.00E-01,3,1.0,25.0,277.277,2.0,0,278.883,low,1.60601,1.39399,279.407,282.527,282.527,284.533,7.25588,284.533,288.526
27,27,1,2,3,0,5.00E-01,3,1.0,26.0,288.543,3.0,3,290.053,high,1.51006,1.48994,290.576,293.791,293.797,295.802,7.25945,295.803,298.792
28,28,1,2,2,0,2,3,1.0,27.0,298.807,3.0,3,299.872,high,1.06532,1.93468,300.397,305.557,305.557,307.573,8.76555,307.573,309.556
29,29,1,2,2,3,5.00E-01,0,1.0,28.0,309.578,2.0,3,311.026,high,1.44804,1.55196,311.55,314.827,314.827,316.842,7.26419,316.842,318.827
30,30,1,1,4,3,5.00E-01,0,1.0,29.0,318.841,2.0,3,320.562,high,1.72069,1.27931,321.086,324.09,324.096,326.111,7.27012,326.112,330.09
31,31,1,1,2,0,3.50E+00,3,1.0,30.0,330.109,3.0,3,331.315,high,1.20631,1.79369,331.839,338.358,338.358,340.366,10.2573,340.366,342.358
32,32,0,3,2,3,2,0,1.0,31.0,342.384,2.0,3,343.485,high,1.10146,1.89854,344.009,349.132,349.138,351.152,8.7685,351.153,353.133
33,33,1,3,4,3,2,0,1.0,32.0,353.149,2.0,3,354.322,high,1.17266,1.82734,354.845,359.899,359.904,361.922,8.77263,361.922,365.898
34,34,1,1,2,3,3.50E+00,0,1.0,33.0,365.911,2.0,3,368.409,high,2.49782,0.502176,368.933,374.16,374.166,376.176,10.2648,376.176,378.16
35,35,0,1,2,3,5.00E-01,0,1.0,34.0,378.171,3.0,0,379.312,low,1.14096,1.85904,379.837,383.419,383.42,385.428,7.25761,385.429,387.42
36,36,0,3,4,3,3.50E+00,0,1.0,35.0,387.439,3.0,0,388.882,low,1.44265,1.55735,389.406,395.688,395.688,397.699,10.2598,397.699,401.688
