TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,0,2,3,1.0,0.0,4.03535,2.0,0,6.34181,low,2.30646,0.693543,6.86654,10.7843,10.7845,12.7924,8.75704,12.7928,14.7844
2,2,0,2,3,3,3.5,0,1.0,1.0,14.8106,2.0,3,16.4285,high,1.61788,1.38212,16.9528,23.0598,23.0663,25.0788,10.2682,25.0791,28.0589
3,3,0,2,4,3,2,0,1.0,2.0,28.0735,2.0,3,29.6153,high,1.54174,1.45826,30.1394,34.8231,34.8233,36.8322,8.75871,36.8325,40.8234
4,4,0,2,2,0,0.5,3,1.0,3.0,40.8453,999.0,999,43.8527,999,0.0,0.0,43.8835,46.0946,999.0,999.0,958.155,48.1199,50.0947
5,5,1,1,2,0,0.5,3,1.0,4.0,50.1081,2.0,0,51.5055,low,1.39733,1.60267,52.029,55.3579,55.3581,57.3719,7.26381,57.3722,59.357
6,6,0,1,4,3,0.5,0,1.0,5.0,59.375,3.0,0,61.0915,low,1.71653,1.28347,61.6155,64.6242,64.6244,66.6413,7.26626,66.6416,70.6244
7,7,1,3,2,3,0.5,0,1.0,6.0,70.6441,3.0,0,72.0447,low,1.40061,1.59939,72.5689,75.8926,75.8928,77.9117,7.26755,77.9119,79.8938
8,8,1,3,4,3,2,0,1.0,7.0,79.9094,2.0,3,81.1807,high,1.27134,1.72866,81.7054,86.659,86.6654,88.6811,8.77166,88.6813,92.6582
9,9,1,3,2,0,0.5,3,1.0,8.0,92.6815,3.0,3,94.3341,high,1.65256,1.34744,94.8591,97.9314,97.9316,99.9345,7.25294,99.9348,101.93
10,10,0,1,3,0,0.5,3,1.0,9.0,101.944,3.0,3,103.587,high,1.6431,1.3569,104.111,107.194,107.199,109.204,7.25959,109.204,112.194
11,11,1,2,2,3,0.5,0,1.0,10.0,112.218,2.0,3,113.624,high,1.40503,1.59497,114.147,117.468,117.474,119.49,7.2716,119.49,121.467
12,12,0,1,2,3,2,0,1.0,11.0,121.48,3.0,0,122.509,low,1.02893,1.97107,123.034,128.229,128.23,130.243,8.76301,130.244,132.23
13,13,1,1,4,0,0.5,3,1.0,12.0,132.247,3.0,3,133.313,high,1.06511,1.93489,133.837,137.496,137.502,139.513,7.26541,139.513,143.497
14,14,1,3,3,0,3.5,3,1.0,13.0,143.516,2.0,0,145.833,low,2.31695,0.683049,146.357,151.765,151.765,153.783,10.2674,153.784,156.765
15,15,0,3,4,3,2,0,1.0,14.0,156.788,2.0,3,158.487,high,1.69828,1.30172,159.011,163.538,163.543,165.554,8.76551,165.554,169.538
16,16,1,2,2,3,2,0,1.0,15.0,169.555,2.0,3,171.424,high,1.86893,1.13107,171.947,176.303,176.308,178.324,8.76945,178.324,180.304
17,17,1,1,4,0,3.5,3,1.0,16.0,180.325,2.0,0,182.61,low,2.285,0.715,183.134,188.575,188.575,190.578,10.2523,190.578,194.575
18,18,0,3,4,0,0.5,3,1.0,17.0,194.593,2.0,0,196.631,low,2.03798,0.962024,197.155,199.842,199.842,201.847,7.25395,201.847,205.842
19,19,0,1,4,3,0.5,0,1.0,18.0,205.863,2.0,3,207.768,high,1.90408,1.09592,208.291,211.113,211.119,213.133,7.26984,213.134,217.114
20,20,0,2,4,0,2,3,1.0,19.0,217.138,999.0,999,220.154,999,0.0,0.0,220.184,223.887,999.0,999.0,781.862,225.904,229.887
21,21,0,3,2,3,2,0,1.0,20.0,229.916,3.0,0,231.758,low,1.84204,1.15796,232.281,236.665,236.665,238.674,8.75843,238.675,240.665
22,22,1,2,4,0,2,3,1.0,21.0,240.692,2.0,0,242.061,low,1.3693,1.6307,242.585,247.441,247.441,249.445,8.75305,249.445,253.441
23,23,1,1,2,3,0.5,0,1.0,22.0,253.461,3.0,0,254.697,low,1.23617,1.76383,255.222,258.71,258.71,260.714,7.25282,260.714,262.71
24,24,0,3,2,0,0.5,3,1.0,23.0,262.736,2.0,0,264.2,low,1.46405,1.53595,264.725,267.985,267.985,270.0,7.26421,270.001,271.985
25,25,0,1,2,3,0.5,0,1.0,24.0,272.006,2.0,3,273.353,high,1.34656,1.65344,273.877,277.256,277.261,279.27,7.26344,279.27,281.255
