TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
26,26,0,3,4,3,0.5,0,1.0,25.0,281.273,2.0,3,282.339,high,1.06583,1.93417,282.863,286.523,286.528,288.539,7.26558,288.539,292.522
27,27,0,1,4,0,0.5,3,1.0,26.0,292.543,2.0,0,294.559,low,2.016,0.983995,295.083,297.793,297.793,299.809,7.26593,299.81,303.793
28,28,1,2,2,0,0.5,3,1.0,27.0,303.81,3.0,3,305.196,high,1.38618,1.61382,305.72,309.059,309.064,311.079,7.26912,311.079,313.059
29,29,1,2,2,0,0.5,3,1.0,28.0,313.074,3.0,3,314.182,high,1.10818,1.89182,314.707,318.322,318.322,320.332,7.25846,320.332,322.323
30,30,0,2,2,3,2,0,1.0,29.0,322.346,3.0,0,323.251,low,0.905601,2.0944,323.775,329.094,329.095,331.101,8.75594,331.102,333.095
31,31,1,1,2,3,0.5,0,1.0,30.0,333.108,3.0,0,334.654,low,1.54597,1.45403,335.178,338.358,338.358,340.371,7.26235,340.371,342.358
32,32,1,3,2,0,3.5,3,1.0,31.0,342.384,3.0,3,344.224,high,1.84007,1.15993,344.748,350.633,350.638,352.641,10.2574,352.642,354.633
33,33,0,3,4,3,3.5,0,1.0,32.0,354.657,3.0,0,355.561,low,0.903914,2.09609,356.085,362.906,362.906,364.912,10.2551,364.912,368.906
34,34,1,2,4,3,0.5,0,1.0,33.0,368.923,2.0,3,371.015,high,2.0924,0.907597,371.54,374.172,374.178,376.181,7.25842,376.181,380.171
35,35,1,3,3,0,3.5,3,1.0,34.0,380.197,3.0,3,382.185,high,1.98784,1.01216,382.709,388.446,388.452,390.469,10.2714,390.469,393.446
36,36,0,2,2,0,0.5,3,1.0,35.0,393.463,3.0,3,395.105,high,1.64276,1.35724,395.629,398.712,398.717,400.722,7.25931,400.722,402.712
