TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
19,19,1,2,2,0,2,3,1.0,18.0,203.421,2.0,0,205.826,low,2.40438,0.595622,206.362,210.174,210.174,212.202,8.78032,212.202,214.167
20,20,1,3,4,3,5.00E-01,0,1.0,19.0,214.192,3.0,0,216.029,low,1.83646,1.16354,216.562,219.456,219.456,221.468,7.27562,221.468,225.446
21,21,0,2,2,0,5.00E-01,3,1.0,20.0,225.47,3.0,3,227.199,high,1.72885,1.27115,227.732,230.72,230.725,232.732,7.26212,232.732,234.713
22,22,1,1,4,0,5.00E-01,3,1.0,21.0,234.726,3.0,3,236.568,high,1.8419,1.1581,237.093,239.97,239.976,241.983,7.25623,241.983,245.976
23,23,1,2,4,0,5.00E-01,3,1.0,22.0,245.993,2.0,0,247.972,low,1.97889,1.02111,248.496,251.249,251.249,253.261,7.26856,253.262,257.239
24,24,0,1,2,3,2,0,1.0,23.0,257.26,2.0,3,259.559,high,2.29816,0.701839,260.087,264.01,264.015,266.024,8.7637,266.024,268.021
25,25,0,2,4,3,2,0,1.0,24.0,268.038,2.0,3,269.845,high,1.80695,1.19305,270.369,274.776,274.781,276.804,8.76599,276.804,280.782
26,26,0,3,2,0,5.00E-01,3,1.0,25.0,280.807,2.0,0,282.482,low,1.67493,1.32507,283.005,286.054,286.054,288.067,7.25942,288.067,290.048
27,27,1,3,2,0,5.00E-01,3,1.0,26.0,290.063,3.0,3,291.952,high,1.88856,1.11144,292.475,295.305,295.311,297.317,7.25426,297.318,299.299
28,28,1,1,3,3,2,0,1.0,27.0,299.319,3.0,0,301.455,low,2.13529,0.864713,301.976,306.071,306.071,308.083,8.76403,308.084,311.078
29,29,0,1,2,0,3.50E+00,3,1.0,28.0,311.096,3.0,3,312.908,high,1.81162,1.18838,313.442,319.346,319.352,321.359,10.2624,321.359,323.34
30,30,1,1,2,3,5.00E-01,0,1.0,29.0,323.359,3.0,0,325.095,low,1.73612,1.26388,325.626,328.597,328.597,330.609,7.25059,330.61,332.622
31,31,0,3,4,0,3.50E+00,3,1.0,30.0,332.647,2.0,0,334.481,low,1.83386,1.16614,335.017,340.891,340.891,342.903,10.2558,342.903,346.897
32,32,0,1,4,0,2,3,1.0,31.0,346.91,2.0,0,349.386,low,2.47585,0.524149,349.916,353.651,353.651,355.664,8.75395,355.664,359.657
33,33,1,3,2,3,5.00E-01,0,1.0,32.0,359.683,2.0,3,361.456,high,1.77284,1.22716,361.991,364.93,364.935,366.942,7.25935,366.943,368.924
34,34,0,1,2,3,5.00E-01,0,1.0,33.0,368.937,2.0,3,371.059,high,2.12215,0.877853,371.584,374.183,374.188,376.195,7.25846,376.195,378.176
35,35,0,3,3,3,2,0,1.0,34.0,378.195,2.0,3,380.028,high,1.83336,1.16664,380.556,384.947,384.952,386.959,8.76425,386.959,389.954
36,36,1,1,3,3,2,0,1.0,35.0,389.967,3.0,0,391.765,low,1.79759,1.20241,392.287,396.724,396.725,398.737,8.76946,398.737,401.716
